City_/_Town_(Receiving_Water),Applicant_/_Facility_Name,Permit_Number,Date_of_Issuance,City/Town,Facility_Name,Facility_name_clean,Permit_URL,Stage,State,Watershed,City_/_Town,Comment_Period_Dates
Deep River (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0101745permit-2012.pdf'>Deep River <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(165 KB)</span>",CT0101745,05/21/2012,Deep River,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0101745permit-2012.pdf'>Deep River <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(165 KB)</span>","Deep River WPCF, Town of (pdf) (165 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalct0101745permit-2012.pdf'],final,ct,Connecticut River,,
Deep River (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0101745permit-2006.pdf'>Deep River <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(425 KB)</span>",CT0101745,09/08/2006,Deep River,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0101745permit-2006.pdf'>Deep River <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(425 KB)</span>","Deep River WPCF, Town of (pdf) (425 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalct0101745permit-2006.pdf'],final,ct,Connecticut River,,
Deep River (Deep River Tributary),<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0030465permit-2007.pdf'>Haynes Materials Company (pdf)</a> <span class='document__meta'>(143 KB)</span>,CT0030465,08/30/2007,Deep River,<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0030465permit-2007.pdf'>Haynes Materials Company (pdf)</a> <span class='document__meta'>(143 KB)</span>,Haynes Materials Company (pdf) (143 KB),['https://www.epa.gov/system/files/documents/2025-09/finalct0030465permit-2007.pdf'],final,ct,Deep River Tributary,,
Deep River (Deep River),<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0000787permit-2006.pdf'>Silgan Plastics Corporation (pdf)</a> <span class='document__meta'>(712 KB)</span>,CT0000787,03/08/2006,Deep River,<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0000787permit-2006.pdf'>Silgan Plastics Corporation (pdf)</a> <span class='document__meta'>(712 KB)</span>,Silgan Plastics Corporation (pdf) (712 KB),['https://www.epa.gov/system/files/documents/2025-09/finalct0000787permit-2006.pdf'],final,ct,Deep River,,
Derby (Housatonic River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2019.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(982 KB)</span>",CT0100161,08/09/2019,Derby,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2019.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(982 KB)</span>","Derby WPCF, City of (pdf) (982 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2019.pdf'],final,ct,Housatonic River,,
Derby (Housatonic River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2013.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(1.5 MB)</span>",CT0100161,01/08/2013,Derby,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2013.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(1.5 MB)</span>","Derby WPCF, City of (pdf) (1.5 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0100161permit-2013.pdf'],final,ct,Housatonic River,,
Derby (Housatonic River),"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100161permit-2006.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(810 KB)</span>",CT0100161,06/21/2006,Derby,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100161permit-2006.pdf'>Derby <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(810 KB)</span>","Derby WPCF, City of (pdf) (810 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalct0100161permit-2006.pdf'],final,ct,Housatonic River,,
East Haddam (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2019.pdf'>East Haddam <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of  (pdf)</a> <span class='document__meta'>(811 KB)</span>",CT0101761,06/12/2019,East Haddam,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2019.pdf'>East Haddam <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of  (pdf)</a> <span class='document__meta'>(811 KB)</span>","East Haddam WPCF, Town of  (pdf) (811 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2019.pdf'],final,ct,Connecticut River,,
East Haddam (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2013.pdf'>East Haddam <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.3 MB)</span>",CT0101761,09/04/2013,East Haddam,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2013.pdf'>East Haddam <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.3 MB)</span>","East Haddam WPCF, Town of (pdf) (1.3 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0101761permit-2013.pdf'],final,ct,Connecticut River,,
East Hampton (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0024694permitmod-2021.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (Minor Modification) (pdf)</a> <span class='document__meta'>(366 KB)</span>",CT0024694,01/11/2021,East Hampton,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0024694permitmod-2021.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (Minor Modification) (pdf)</a> <span class='document__meta'>(366 KB)</span>","East Hampton WPCF, Town of (Minor Modification) (pdf) (366 KB)",['https://www.epa.gov/system/files/documents/2025-06/finalct0024694permitmod-2021.pdf'],final,ct,Connecticut River,,
East Hampton (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0024694permit-2020.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(603 KB)</span>",CT0024694,09/15/2020,East Hampton,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0024694permit-2020.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(603 KB)</span>","East Hampton WPCF, Town of (pdf) (603 KB)",['https://www.epa.gov/system/files/documents/2025-06/finalct0024694permit-2020.pdf'],final,ct,Connecticut River,,
East Hampton (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0024694permit-2014.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.2 MB)</span>",CT0024694,04/29/2014,East Hampton,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0024694permit-2014.pdf'>East Hampton <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(1.2 MB)</span>","East Hampton WPCF, Town of (pdf) (1.2 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0024694permit-2014.pdf'],final,ct,Connecticut River,,
East Hampton (Connecticut River),"<a href='https://www3.epa.gov/region1/npdes/permits/ct0024694permit.pdf'>East Hampton, Town of (pdf)</a> <span class='document__meta'>(491 KB)</span>",CT0024694,09/30/1993,East Hampton,"<a href='https://www3.epa.gov/region1/npdes/permits/ct0024694permit.pdf'>East Hampton, Town of (pdf)</a> <span class='document__meta'>(491 KB)</span>","East Hampton, Town of (pdf) (491 KB)",['https://www3.epa.gov/region1/npdes/permits/ct0024694permit.pdf'],final,ct,Connecticut River,,
East Hartford (Hockanum River (CT4500-00_01/Class B),"<a href='https://www.epa.gov/system/files/documents/2025-10/finalct0002127permit-2025.pdf'>Dunn Paper - East Hartford, LLC (pdf)</a> <span class='document__meta'>(2.3 MB)</span>",CT0002127,08/15/2025,East Hartford,"<a href='https://www.epa.gov/system/files/documents/2025-10/finalct0002127permit-2025.pdf'>Dunn Paper - East Hartford, LLC (pdf)</a> <span class='document__meta'>(2.3 MB)</span>","Dunn Paper - East Hartford, LLC (pdf) (2.3 MB)",['https://www.epa.gov/system/files/documents/2025-10/finalct0002127permit-2025.pdf'],final,ct,Hockanum River,,
East Hartford (Hockanum River (CT4500-00_01/Class B),"<a href='https://www.epa.gov/system/files/documents/2025-10/finalct0002127permitmod-2025.pdf'>Dunn Paper - East Hartford, LLC (Minor Modification) (pdf)</a> <span class='document__meta'>(1.2 MB)</span>",CT0002127,08/15/2025,East Hartford,"<a href='https://www.epa.gov/system/files/documents/2025-10/finalct0002127permitmod-2025.pdf'>Dunn Paper - East Hartford, LLC (Minor Modification) (pdf)</a> <span class='document__meta'>(1.2 MB)</span>","Dunn Paper - East Hartford, LLC (Minor Modification) (pdf) (1.2 MB)",['https://www.epa.gov/system/files/documents/2025-10/finalct0002127permitmod-2025.pdf'],final,ct,Hockanum River,,
East Hartford (Hockanum River),<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0002127permit-2008.pdf'>Cellu Tissue LLC (pdf)</a> <span class='document__meta'>(113 KB)</span>,CT0002127,10/07/2008,East Hartford,<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0002127permit-2008.pdf'>Cellu Tissue LLC (pdf)</a> <span class='document__meta'>(113 KB)</span>,Cellu Tissue LLC (pdf) (113 KB),['https://www.epa.gov/system/files/documents/2025-08/finalct0002127permit-2008.pdf'],final,ct,Hockanum River,,
East Hartford (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100170permit-2016.pdf'>East Hartford <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(917 KB)</span>,CT0100170,10/07/2016,East Hartford,<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100170permit-2016.pdf'>East Hartford <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(917 KB)</span>,East Hartford WPCF (pdf) (917 KB),['https://www.epa.gov/system/files/documents/2025-07/finalct0100170permit-2016.pdf'],final,ct,Connecticut River,,
East Hartford (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100170permit-2005.pdf'>East Hartford <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(905 KB)</span>,CT0100170,10/07/2005,East Hartford,<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100170permit-2005.pdf'>East Hartford <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(905 KB)</span>,East Hartford WPCF (pdf) (905 KB),['https://www.epa.gov/system/files/documents/2025-09/finalct0100170permit-2005.pdf'],final,ct,Connecticut River,,
"East Hartford (Connecticut River, Pewter, Willow Brooks)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0001376permit-2010.pdf'>United Technologies Corporation: Pratt &amp; Whitney Division (pdf)</a> <span class='document__meta'>(322 KB)</span>,CT0001376,01/13/2010,East Hartford,<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0001376permit-2010.pdf'>United Technologies Corporation: Pratt &amp; Whitney Division (pdf)</a> <span class='document__meta'>(322 KB)</span>,United Technologies Corporation: Pratt & Whitney Division (pdf) (322 KB),['https://www.epa.gov/system/files/documents/2025-08/finalct0001376permit-2010.pdf'],final,ct,"Connecticut River, Pewter, Willow Brooks",,
Norwalk (Norwalk River),"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0101249permit-2021.pdf'>Norwalk  <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(551 KB)</span>",CT0101249,03/29/2021,Norwalk,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0101249permit-2021.pdf'>Norwalk  <abbr title='Water Pollution Control Facility'>WPCF</abbr>, City of (pdf)</a> <span class='document__meta'>(551 KB)</span>","Norwalk  WPCF, City of (pdf) (551 KB)",['https://www.epa.gov/system/files/documents/2025-06/finalct0101249permit-2021.pdf'],final,ct,Norwalk River,,
East Norwalk (Norwalk River),"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0101249permit-2005.pdf'>Norwalk, City of (pdf)</a> <span class='document__meta'>(1.1 MB)</span>",CT0101249,09/25/2005,East Norwalk,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0101249permit-2005.pdf'>Norwalk, City of (pdf)</a> <span class='document__meta'>(1.1 MB)</span>","Norwalk, City of (pdf) (1.1 MB)",['https://www.epa.gov/system/files/documents/2025-09/finalct0101249permit-2005.pdf'],final,ct,Norwalk River,,
East Windsor (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100196permit-2019.pdf'>East Windsor <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(838 KB)</span>,CT0100196,07/19/2019,East Windsor,<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100196permit-2019.pdf'>East Windsor <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(838 KB)</span>,East Windsor WPCF (pdf) (838 KB),['https://www.epa.gov/system/files/documents/2025-07/finalct0100196permit-2019.pdf'],final,ct,Connecticut River,,
East Windsor (Connecticut River),<a href='https://www.epa.gov/system/files/documents/2025-09/ct0100196permit-2004.pdf'>East Windsor <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(1.2 MB)</span>,CT0100196,09/08/2004,East Windsor,<a href='https://www.epa.gov/system/files/documents/2025-09/ct0100196permit-2004.pdf'>East Windsor <abbr title='Water Pollution Control Facility'>WPCF</abbr> (pdf)</a> <span class='document__meta'>(1.2 MB)</span>,East Windsor WPCF (pdf) (1.2 MB),['https://www.epa.gov/system/files/documents/2025-09/ct0100196permit-2004.pdf'],final,ct,Connecticut River,,
East Windsor (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0030040permit-2010.pdf'>Textron, Inc. (pdf)</a> <span class='document__meta'>(680 KB)</span>",CT0030040,08/25/2010,East Windsor,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalct0030040permit-2010.pdf'>Textron, Inc. (pdf)</a> <span class='document__meta'>(680 KB)</span>","Textron, Inc. (pdf) (680 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalct0030040permit-2010.pdf'],final,ct,Connecticut River,,
Ellington (Broad Brook),"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0030801permit-2022.pdf'>Oakridge Dairy, LLC (pdf)</a> <span class='document__meta'>(877 KB)</span>",CT0030801,01/25/2022,Ellington,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalct0030801permit-2022.pdf'>Oakridge Dairy, LLC (pdf)</a> <span class='document__meta'>(877 KB)</span>","Oakridge Dairy, LLC (pdf) (877 KB)",['https://www.epa.gov/system/files/documents/2025-06/finalct0030801permit-2022.pdf'],final,ct,Broad Brook,,
Enfield (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100200permit-2019.pdf'>Enfield <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(910 KB)</span>",CT0100200,07/03/2019,Enfield,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0100200permit-2019.pdf'>Enfield <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(910 KB)</span>","Enfield WPCF, Town of (pdf) (910 KB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0100200permit-2019.pdf'],final,ct,Connecticut River,,
Enfield (Connecticut River),"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100200permit-2006.pdf'>Enfield <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(810 KB)</span>",CT0100200,06/21/2006,Enfield,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalct0100200permit-2006.pdf'>Enfield <abbr title='Water Pollution Control Facility'>WPCF</abbr>, Town of (pdf)</a> <span class='document__meta'>(810 KB)</span>","Enfield WPCF, Town of (pdf) (810 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalct0100200permit-2006.pdf'],final,ct,Connecticut River,,
Essex (Falls River),<a href='https://www.epa.gov/system/files/documents/2025-07/finalctui0000512permit-2018.pdf'>Essex Glen LLC (pdf)</a> <span class='document__meta'>(514 KB)</span>,UI0000512,06/08/2018,Essex,<a href='https://www.epa.gov/system/files/documents/2025-07/finalctui0000512permit-2018.pdf'>Essex Glen LLC (pdf)</a> <span class='document__meta'>(514 KB)</span>,Essex Glen LLC (pdf) (514 KB),['https://www.epa.gov/system/files/documents/2025-07/finalctui0000512permit-2018.pdf'],final,ct,Falls River,,
Fairfield (Mill River),"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0030651permit-2013.pdf'>Exide Group, Inc.  (pdf)</a> <span class='document__meta'>(1.1 MB)</span>",CT0030651,11/20/2013,Fairfield,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalct0030651permit-2013.pdf'>Exide Group, Inc.  (pdf)</a> <span class='document__meta'>(1.1 MB)</span>","Exide Group, Inc.  (pdf) (1.1 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalct0030651permit-2013.pdf'],final,ct,Mill River,,
